Disaster Type,Start Year,"Total Damage, Adjusted ('000 US$)",Total Deaths,Total Affected
Earthquake,1953,6671812.0,2758.0,194952.0
Earthquake,1954,99561.0,3319.0,134551.0
Earthquake,1955,54651.0,489.0,28723.0
Earthquake,1956,269149.0,763.0,2589.0
Earthquake,1957,468803.0,6970.0,15219.0
Earthquake,1958,102425.0,338.0,4426.0
Earthquake,1959,110436.0,69.0,263.0
Earthquake,1960,13902958.0,19931.0,2004450.0
Earthquake,1961,0.0,100.0,0.0
Earthquake,1962,290236.0,12078.0,133454.0
Earthquake,1963,9603860.0,1385.0,8693.0
Earthquake,1964,10558221.0,335.0,116461.0
Earthquake,1965,1839058.0,695.0,254873.0
Earthquake,1966,3210712.0,2789.0,376265.0
Earthquake,1967,1658108.0,955.0,560579.0
Earthquake,1968,3962568.0,11571.0,193127.0
Earthquake,1969,632804.0,3380.0,400540.0
Earthquake,1970,4535867.0,78181.0,3421271.0
Earthquake,1971,6042216.0,1108.0,2450749.0
Earthquake,1972,8160275.0,15183.0,2323923.0
Earthquake,1973,81732.0,591.0,5077.0
Earthquake,1974,78671.0,24829.0,93947.0
Earthquake,1975,97884.0,4632.0,54932.0
Earthquake,1976,54963747.0,277005.0,6400395.0
Earthquake,1977,10055610.0,3098.0,918507.0
Earthquake,1978,5899455.0,25162.0,652298.0
Earthquake,1979,2129737.0,2074.0,1020158.0
Earthquake,1980,90443914.0,7639.0,1635433.0
Earthquake,1981,6197490.0,3979.0,158268.0
Earthquake,1982,6238095.0,2183.0,509694.0
Earthquake,1983,3001116.0,2294.0,1019927.0
Earthquake,1984,223964.0,60.0,796086.0
Earthquake,1985,15257594.0,9852.0,3708992.0
Earthquake,1986,8034633.0,1181.0,1108400.0
Earthquake,1987,4988010.0,5151.0,416611.0
Earthquake,1988,35637034.0,27039.0,23285858.0
Earthquake,1989,16220271.0,650.0,353624.0
Earthquake,1990,20600895.0,42845.0,2596470.0
Earthquake,1991,4129006.0,2454.0,977815.0
Earthquake,1992,5556549.0,4033.0,768516.0
Earthquake,1993,3586815.0,10088.0,225272.0
Earthquake,1994,60066408.0,1242.0,791945.0
Earthquake,1995,194521153.0,7739.0,1940555.0
Earthquake,1996,1067999.0,576.0,5490181.0
Earthquake,1997,9040079.0,3059.0,1297003.0
Earthquake,1998,2190490.0,9573.0,3677863.0
Earthquake,1999,73286065.0,21869.0,6856841.0
Earthquake,2000,1316953.0,217.0,2478559.0
Earthquake,2001,12169611.0,21348.0,9711283.0
Earthquake,2002,3364151.0,1639.0,849703.0
Earthquake,2003,13129260.0,29617.0,4194467.0
Earthquake,2004,60070034.0,227290.0,3147205.0
Earthquake,2005,10047945.0,76241.0,6187464.0
Earthquake,2006,4981513.0,6692.0,3858839.0
Earthquake,2007,21132328.0,780.0,1382384.0
Earthquake,2008,116620176.0,87918.0,47512472.0
Earthquake,2009,8229972.0,1893.0,3221122.0
Earthquake,2010,63482771.0,226733.0,6936980.0
Earthquake,2011,299629289.0,20946.0,1747534.0
Earthquake,2012,23627551.0,711.0,2859922.0
Earthquake,2013,11453152.0,1120.0,7117775.0
Earthquake,2014,8875964.0,774.0,3169208.0
Earthquake,2015,7442842.0,9550.0,7228686.0
Earthquake,2016,86567753.0,1311.0,1185081.0
Earthquake,2017,11477620.0,1012.0,2006792.0
Earthquake,2018,8291082.0,5061.0,3309144.0
Earthquake,2019,2757912.0,261.0,1642044.0
Earthquake,2020,16416346.0,196.0,385432.0
Earthquake,2021,12210679.0,2742.0,1329508.0
Earthquake,2022,12495400.0,1626.0,3616111.0
Earthquake,2023,0.0,62451.0,20246726.0
Earthquake,2024,0.0,247.0,23458.0
Extreme temperature,1936,0.0,1693.0,0.0
Extreme temperature,1951,1125769.0,69.0,0.0
Extreme temperature,1953,0.0,669.0,0.0
Extreme temperature,1955,0.0,107.0,0.0
Extreme temperature,1958,5273364.0,651.0,0.0
Extreme temperature,1961,0.0,400.0,0.0
Extreme temperature,1962,0.0,50.0,0.0
Extreme temperature,1963,0.0,162.0,0.0
Extreme temperature,1965,0.0,100.0,0.0
Extreme temperature,1966,0.0,262.0,0.0
Extreme temperature,1968,0.0,153.0,0.0
Extreme temperature,1971,722753.0,400.0,0.0
Extreme temperature,1972,0.0,110.0,0.0
Extreme temperature,1973,0.0,283.0,0.0
Extreme temperature,1975,3262797.0,140.0,600.0
Extreme temperature,1977,13520148.0,0.0,0.0
Extreme temperature,1978,0.0,150.0,0.0
Extreme temperature,1979,322596.0,470.0,0.0
Extreme temperature,1980,7102554.0,1389.0,0.0
Extreme temperature,1981,0.0,300.0,0.0
Extreme temperature,1982,0.0,400.0,200.0
Extreme temperature,1983,0.0,205.0,2700.0
Extreme temperature,1984,0.0,290.0,0.0
Extreme temperature,1985,391778.0,456.0,7085.0
Extreme temperature,1986,4672509.0,50.0,30000.0
Extreme temperature,1987,0.0,1220.0,7.0
Extreme temperature,1988,1485.0,644.0,200.0
Extreme temperature,1989,0.0,381.0,0.0
Extreme temperature,1990,199907.0,979.0,1000000.0
Extreme temperature,1991,1658909.0,835.0,450.0
Extreme temperature,1992,6315422.0,388.0,16000.0
Extreme temperature,1993,0.0,106.0,3000760.0
Extreme temperature,1994,937838.0,341.0,1108184.0
Extreme temperature,1995,1602288.0,1730.0,535278.0
Extreme temperature,1996,0.0,300.0,200.0
Extreme temperature,1997,60166.0,604.0,712180.0
Extreme temperature,1998,7675064.0,3269.0,36386.0
Extreme temperature,1999,1756895.0,771.0,725246.0
Extreme temperature,2000,629088.0,934.0,27686.0
Extreme temperature,2001,330741.0,1787.0,213161.0
Extreme temperature,2002,0.0,3369.0,103986.0
Extreme temperature,2003,19917763.0,74698.0,1840088.0
Extreme temperature,2004,0.0,255.0,2139880.0
Extreme temperature,2005,599421.0,1550.0,2246.0
Extreme temperature,2006,1451721.0,4826.0,61754.0
Extreme temperature,2007,0.0,1086.0,988088.0
Extreme temperature,2008,29822447.0,1688.0,79171184.0
Extreme temperature,2009,1585111.0,1386.0,856167.0
Extreme temperature,2010,536845.0,57188.0,72761.0
Extreme temperature,2011,1016272.0,435.0,4344030.0
Extreme temperature,2012,194770.0,1834.0,611225.0
Extreme temperature,2013,1758765.0,1821.0,190016.0
Extreme temperature,2014,3112769.0,1168.0,1227698.0
Extreme temperature,2015,116066.0,7425.0,1260553.0
Extreme temperature,2016,2169240.0,490.0,908120.0
Extreme temperature,2017,0.0,359.0,1827759.0
Extreme temperature,2018,0.0,715.0,396768.0
Extreme temperature,2019,0.0,3070.0,161382.0
Extreme temperature,2020,0.0,6570.0,30000.0
Extreme temperature,2021,6048157.0,1044.0,0.0
Extreme temperature,2022,0.0,61782.0,61667.0
Extreme temperature,2023,0.0,406.0,1032115.0
Extreme temperature,2024,0.0,0.0,2975000.0
Flood,1900,0.0,300.0,0.0
Flood,1903,15633778.0,250.0,0.0
Flood,1906,0.0,6.0,0.0
Flood,1909,0.0,72.0,0.0
Flood,1910,0.0,1379.0,0.0
Flood,1911,0.0,100000.0,0.0
Flood,1915,0.0,0.0,3000000.0
Flood,1917,0.0,0.0,635000.0
Flood,1920,292700.0,0.0,0.0
Flood,1925,317789.0,0.0,0.0
Flood,1926,512638.0,1000.0,0.0
Flood,1927,3869.0,3246.0,0.0
Flood,1928,0.0,36.0,8000.0
Flood,1931,26959211.0,3700000.0,0.0
Flood,1933,0.0,18053.0,3600000.0
Flood,1935,0.0,142000.0,10030000.0
Flood,1936,0.0,200.0,0.0
Flood,1937,8902958.0,248.0,0.0
Flood,1938,0.0,954.0,0.0
Flood,1939,0.0,500010.0,0.0
Flood,1940,0.0,125.0,2000.0
Flood,1943,15227168.0,990.0,0.0
Flood,1947,0.0,2000.0,0.0
Flood,1948,0.0,917.0,0.0
Flood,1949,184475.0,97000.0,0.0
Flood,1950,1214523.0,3808.0,10132000.0
Flood,1951,14961473.0,5666.0,492034.0
Flood,1952,0.0,199.0,0.0
Flood,1953,3276493.0,7125.0,2191110.0
Flood,1954,544052.0,34436.0,0.0
Flood,1955,0.0,584.0,0.0
Flood,1956,0.0,3613.0,77000.0
Flood,1957,0.0,2471.0,268240.0
Flood,1958,0.0,400.0,5000.0
Flood,1959,0.0,2003396.0,13000.0
Flood,1960,0.0,10577.0,167000.0
Flood,1961,0.0,3863.0,1304384.0
Flood,1962,773963.0,1180.0,0.0
Flood,1963,0.0,1031.0,80410.0
Flood,1964,8427707.0,1123.0,2276937.0
Flood,1965,4849355.0,1401.0,4514272.0
Flood,1966,19895254.0,1923.0,4916471.0
Flood,1967,2850595.0,2446.0,2465202.0
Flood,1968,3510016.0,7306.0,24828976.0
Flood,1969,4399157.0,1544.0,1820987.0
Flood,1970,9857704.0,3246.0,28193103.0
Flood,1971,4020676.0,2404.0,1174000.0
Flood,1972,3040808.0,2548.0,4315528.0
Flood,1973,11643533.0,1835.0,5213301.0
Flood,1974,4937921.0,29431.0,43193823.0
Flood,1975,5881514.0,20848.0,50129448.0
Flood,1976,3021530.0,960.0,9985227.0
Flood,1977,3476189.0,2568.0,3603806.0
Flood,1978,4984807.0,5897.0,42486458.0
Flood,1979,759241.0,1038.0,30582412.0
Flood,1980,4066567.0,10466.0,45199462.0
Flood,1981,8480083.0,5283.0,20761547.0
Flood,1982,11953843.0,4648.0,37314739.0
Flood,1983,21841034.0,2082.0,20956633.0
Flood,1984,7745750.0,2930.0,51578632.0
Flood,1985,9252908.0,4376.0,17698499.0
Flood,1986,10151226.0,1782.0,12575419.0
Flood,1987,13997711.0,6766.0,50055488.0
Flood,1988,19020095.0,8504.0,107935071.0
Flood,1989,9197736.0,4716.0,104325187.0
Flood,1990,9945928.0,2251.0,46654231.0
Flood,1991,26898470.0,5852.0,227799269.0
Flood,1992,16169530.0,5229.0,19597794.0
Flood,1993,66586417.0,6150.0,149250923.0
Flood,1994,40480657.0,6771.0,129783171.0
Flood,1995,52681323.0,7948.0,193441247.0
Flood,1996,53170449.0,8047.0,182677013.0
Flood,1997,32606085.0,7685.0,44652702.0
Flood,1998,78867607.0,10653.0,293662685.0
Flood,1999,27429046.0,34807.0,149086068.0
Flood,2000,43844699.0,5999.0,73900436.0
Flood,2001,7855092.0,4981.0,34546506.0
Flood,2002,42894798.0,4173.0,167764723.0
Flood,2003,33194655.0,3910.0,169427272.0
Flood,2004,16087426.0,6982.0,116990815.0
Flood,2005,26883543.0,5742.0,75026809.0
Flood,2006,11332053.0,5843.0,30309364.0
Flood,2007,34665474.0,8596.0,178879616.0
Flood,2008,26697676.0,4007.0,44910761.0
Flood,2009,10918270.0,3627.0,59734933.0
Flood,2010,65948118.0,8356.0,188794434.0
Flood,2011,92060342.0,6163.0,136447723.0
Flood,2012,32879342.0,3544.0,63999519.0
Flood,2013,68856369.0,9819.0,31999894.0
Flood,2014,45070901.0,3511.0,41645198.0
Flood,2015,26036137.0,3504.0,27514632.0
Flood,2016,69355722.0,4397.0,79219326.0
Flood,2017,24178390.0,3337.0,55619288.0
Flood,2018,22976062.0,2881.0,34256857.0
Flood,2019,42172553.0,5149.0,34803936.0
Flood,2020,58185438.0,6185.0,34353355.0
Flood,2021,82035686.0,4166.0,29895903.0
Flood,2022,29928240.0,8038.0,57525236.0
Flood,2023,0.0,7585.0,32304432.0
Flood,2024,0.0,41.0,623877.0
Storm,1900,1055280.0,6000.0,0.0
Storm,1902,0.0,600.0,0.0
Storm,1903,0.0,163.0,0.0
Storm,1904,0.0,0.0,0.0
Storm,1905,0.0,240.0,0.0
Storm,1906,651407.0,10298.0,0.0
Storm,1909,0.0,713.0,0.0
Storm,1910,0.0,30.0,0.0
Storm,1911,628143.0,1000.0,0.0
Storm,1912,1061345.0,51170.0,97520.0
Storm,1913,5913131.0,732.0,0.0
Storm,1914,0.0,0.0,0.0
Storm,1915,1738812.0,2125.0,0.0
Storm,1916,0.0,300.0,0.0
Storm,1917,1143359.0,4057.0,0.0
Storm,1918,0.0,34.0,0.0
Storm,1919,422977.0,500.0,0.0
Storm,1920,0.0,224.0,0.0
Storm,1922,0.0,100000.0,0.0
Storm,1923,171170.0,3139.0,26300.0
Storm,1924,0.0,2242.0,1000000.0
Storm,1925,301063.0,819.0,0.0
Storm,1926,1207181.0,3568.0,40000.0
Storm,1927,370080.0,5772.0,40010.0
Storm,1928,1276308.0,4224.0,0.0
Storm,1929,935959.0,0.0,0.0
Storm,1930,701078.0,4082.0,12000.0
Storm,1931,144424.0,3200.0,0.0
Storm,1932,645662.0,3244.0,2500.0
Storm,1933,68070.0,63.0,0.0
Storm,1934,1092164.0,5091.0,0.0
Storm,1935,170920.0,62707.0,500.0
Storm,1936,442209.0,3309.0,150000.0
Storm,1937,0.0,11231.0,0.0
Storm,1938,6352213.0,905.0,0.0
Storm,1939,0.0,3.0,0.0
Storm,1940,0.0,123.0,0.0
Storm,1941,796463.0,5146.0,120.0
Storm,1942,0.0,101000.0,0.0
Storm,1943,0.0,5000.0,30000.0
Storm,1944,1663068.0,726.0,12000.0
Storm,1945,6504444.0,4415.0,1883672.0
Storm,1946,7505.0,337.0,0.0
Storm,1947,1312556.0,4738.0,0.0
Storm,1948,219525.0,2971.0,414453.0
Storm,1949,0.0,2804.0,194046.0
Storm,1950,1226668.0,873.0,642117.0
Storm,1951,633245.0,2861.0,80200.0
Storm,1952,572196.0,2277.0,1001252.0
Storm,1953,840966.0,1814.0,1000000.0
Storm,1954,9042144.0,2969.0,297049.0
Storm,1955,9585743.0,3895.0,375000.0
Storm,1956,0.0,3114.0,1000000.0
Storm,1957,1562678.0,1139.0,250111.0
Storm,1958,0.0,2620.0,20000.0
Storm,1959,6748628.0,9695.0,1501600.0
Storm,1960,4492892.0,9164.0,645377.0
Storm,1961,4703365.0,12852.0,9171.0
Storm,1962,11793263.0,1860.0,40000.0
Storm,1963,8400654.0,29965.0,6002200.0
Storm,1964,3766142.0,10655.0,2896179.0
Storm,1965,15505678.0,59932.0,16203339.0
Storm,1966,2760096.0,2327.0,2705846.0
Storm,1967,3958406.0,2255.0,595097.0
Storm,1968,517337.0,1669.0,439230.0
Storm,1969,12512164.0,3252.0,709344.0
Storm,1970,8027557.0,304495.0,5494357.0
Storm,1971,1506137.0,10811.0,7092697.0
Storm,1972,18216590.0,1427.0,7704225.0
Storm,1973,3554044.0,4344.0,3660406.0
Storm,1974,18535733.0,11861.0,998843.0
Storm,1975,7962645.0,1041.0,879244.0
Storm,1976,14504132.0,1763.0,4717645.0
Storm,1977,5605356.0,15298.0,14791012.0
Storm,1978,6487533.0,3676.0,3146099.0
Storm,1979,14126410.0,2623.0,4055063.0
Storm,1980,6374392.0,1379.0,18901624.0
Storm,1981,5531907.0,3790.0,3547848.0
Storm,1982,13649491.0,2782.0,8449751.0
Storm,1983,15968508.0,3656.0,3493002.0
Storm,1984,15444572.0,4868.0,8528560.0
Storm,1985,15864164.0,17165.0,6040374.0
Storm,1986,13458314.0,1939.0,14700946.0
Storm,1987,16921684.0,2900.0,5882887.0
Storm,1988,6004571.0,3335.0,21033930.0
Storm,1989,24441596.0,4262.0,50826395.0
Storm,1990,58703814.0,4604.0,17264598.0
Storm,1991,37683703.0,146297.0,23303867.0
Storm,1992,78417696.0,1344.0,18486817.0
Storm,1993,29139024.0,2965.0,15058771.0
Storm,1994,10647109.0,4239.0,37040141.0
Storm,1995,48006860.0,3763.0,14325620.0
Storm,1996,20071894.0,4581.0,27779056.0
Storm,1997,13737068.0,6150.0,14683390.0
Storm,1998,59163041.0,24935.0,31021434.0
Storm,1999,76137867.0,12270.0,25101853.0
Storm,2000,22007884.0,1354.0,15136491.0
Storm,2001,24039921.0,1911.0,31991261.0
Storm,2002,23997864.0,1382.0,111162687.0
Storm,2003,33979979.0,1049.0,11092669.0
Storm,2004,130501856.0,6547.0,21382963.0
Storm,2005,276922722.0,5251.0,49124384.0
Storm,2006,25699576.0,4329.0,67109232.0
Storm,2007,41720505.0,6013.0,23986730.0
Storm,2008,82546062.0,140985.0,15651774.0
Storm,2009,35650879.0,3287.0,50582778.0
Storm,2010,37745663.0,1564.0,8931015.0
Storm,2011,66186695.0,3103.0,38576882.0
Storm,2012,109348972.0,3105.0,20267181.0
Storm,2013,66082288.0,8598.0,48852000.0
Storm,2014,49720320.0,1432.0,25790698.0
Storm,2015,42540001.0,1288.0,10438428.0
Storm,2016,55860243.0,1761.0,94036842.0
Storm,2017,326545776.0,2560.0,25405646.0
Storm,2018,84854583.0,1707.0,18104770.0
Storm,2019,65978038.0,2514.0,38109842.0
Storm,2020,99725502.0,1758.0,41272654.0
Storm,2021,148663943.0,1893.0,17614459.0
Storm,2022,131980389.0,1600.0,16929465.0
Storm,2023,0.0,14666.0,17312476.0
Storm,2024,0.0,143.0,129039.0
Volcanic activity,1900,0.0,30.0,0.0
Volcanic activity,1902,0.0,38690.0,0.0
Volcanic activity,1903,0.0,17.0,0.0
Volcanic activity,1906,0.0,700.0,0.0
Volcanic activity,1911,0.0,1335.0,199.0
Volcanic activity,1914,585400.0,140.0,0.0
Volcanic activity,1919,0.0,5000.0,0.0
Volcanic activity,1926,0.0,144.0,0.0
Volcanic activity,1930,0.0,1369.0,0.0
Volcanic activity,1931,0.0,1300.0,0.0
Volcanic activity,1937,0.0,506.0,7500.0
Volcanic activity,1943,0.0,0.0,3000.0
Volcanic activity,1944,0.0,26.0,14000.0
Volcanic activity,1945,1300889.0,0.0,0.0
Volcanic activity,1946,0.0,0.0,2500.0
Volcanic activity,1948,0.0,100.0,0.0
Volcanic activity,1949,0.0,2000.0,0.0
Volcanic activity,1950,0.0,84.0,0.0
Volcanic activity,1951,0.0,4800.0,0.0
Volcanic activity,1952,0.0,29.0,29.0
Volcanic activity,1953,0.0,150.0,0.0
Volcanic activity,1954,0.0,37.0,0.0
Volcanic activity,1956,0.0,0.0,0.0
Volcanic activity,1957,0.0,0.0,3200.0
Volcanic activity,1960,0.0,0.0,2000.0
Volcanic activity,1963,0.0,1705.0,83200.0
Volcanic activity,1964,0.0,4.0,2000.0
Volcanic activity,1965,92882.0,355.0,58785.0
Volcanic activity,1966,0.0,1088.0,47060.0
Volcanic activity,1968,84136.0,90.0,66671.0
Volcanic activity,1969,1596.0,0.0,251700.0
Volcanic activity,1971,14455.0,0.0,11600.0
Volcanic activity,1973,162806.0,0.0,5200.0
Volcanic activity,1975,0.0,2.0,0.0
Volcanic activity,1976,3492.0,41.0,181513.0
Volcanic activity,1977,106230.0,215.0,96000.0
Volcanic activity,1978,0.0,0.0,26000.0
Volcanic activity,1979,0.0,268.0,48024.0
Volcanic activity,1980,3054098.0,90.0,54735.0
Volcanic activity,1981,0.0,192.0,5000.0
Volcanic activity,1982,840056.0,130.0,370500.0
Volcanic activity,1983,514761.0,0.0,50035.0
Volcanic activity,1984,0.0,37.0,101000.0
Volcanic activity,1985,2720684.0,21800.0,13778.0
Volcanic activity,1986,0.0,1746.0,23437.0
Volcanic activity,1987,0.0,0.0,16035.0
Volcanic activity,1988,0.0,7.0,15470.0
Volcanic activity,1989,0.0,0.0,3000.0
Volcanic activity,1990,17919.0,33.0,14265.0
Volcanic activity,1991,509276.0,683.0,1193164.0
Volcanic activity,1992,0.0,1.0,346653.0
Volcanic activity,1993,989.0,99.0,173759.0
Volcanic activity,1994,217184.0,101.0,232424.0
Volcanic activity,1995,1387.0,0.0,25876.0
Volcanic activity,1996,30786.0,4.0,6572.0
Volcanic activity,1997,14586.0,53.0,7200.0
Volcanic activity,1998,0.0,0.0,7808.0
Volcanic activity,1999,0.0,0.0,33555.0
Volcanic activity,2000,3763.0,0.0,126626.0
Volcanic activity,2001,27527.0,0.0,110491.0
Volcanic activity,2002,14643.0,200.0,278350.0
Volcanic activity,2003,0.0,0.0,25000.0
Volcanic activity,2004,0.0,2.0,53148.0
Volcanic activity,2005,0.0,3.0,341000.0
Volcanic activity,2006,217758.0,5.0,378611.0
Volcanic activity,2007,0.0,11.0,50963.0
Volcanic activity,2008,0.0,16.0,39958.0
Volcanic activity,2009,0.0,0.0,47537.0
Volcanic activity,2010,0.0,323.0,170661.0
Volcanic activity,2011,135308.0,3.0,48804.0
Volcanic activity,2012,0.0,0.0,10000.0
Volcanic activity,2013,0.0,0.0,93846.0
Volcanic activity,2014,229934.0,102.0,179654.0
Volcanic activity,2015,740845.0,0.0,956092.0
Volcanic activity,2017,0.0,0.0,144349.0
Volcanic activity,2018,1012277.0,914.0,1915398.0
Volcanic activity,2019,0.0,21.0,48823.0
Volcanic activity,2020,74631.0,1.0,775773.0
Volcanic activity,2021,1452638.0,104.0,493400.0
Volcanic activity,2022,118000.0,6.0,97333.0
Volcanic activity,2023,0.0,23.0,42394.0
Wildfire,1911,0.0,73.0,200.0
Wildfire,1918,1951333.0,1000.0,0.0
Wildfire,1922,139381.0,43.0,11000.0
Wildfire,1929,0.0,60.0,0.0
Wildfire,1939,0.0,71.0,3900.0
Wildfire,1944,0.0,170.0,2100.0
Wildfire,1947,393767.0,0.0,0.0
Wildfire,1949,0.0,80.0,0.0
Wildfire,1956,0.0,11.0,0.0
Wildfire,1965,9288.0,0.0,0.0
Wildfire,1966,0.0,25.0,0.0
Wildfire,1967,600955.0,62.0,3100.0
Wildfire,1968,8414.0,12.0,1800.0
Wildfire,1969,0.0,0.0,0.0
Wildfire,1970,753779.0,0.0,0.0
Wildfire,1973,0.0,0.0,5000.0
Wildfire,1976,0.0,0.0,0.0
Wildfire,1977,10468.0,3.0,0.0
Wildfire,1978,0.0,2.0,7200.0
Wildfire,1979,44357.0,0.0,30000.0
Wildfire,1980,0.0,0.0,5000.0
Wildfire,1981,0.0,8.0,48588.0
Wildfire,1982,0.0,2.0,9018.0
Wildfire,1983,1855978.0,106.0,12020.0
Wildfire,1984,5634.0,17.0,200.0
Wildfire,1985,348707.0,51.0,2830.0
Wildfire,1986,0.0,20.0,4050.0
Wildfire,1987,540880.0,191.0,209195.0
Wildfire,1989,10111583.0,1.0,25000.0
Wildfire,1990,3796543.0,0.0,0.0
Wildfire,1991,5572386.0,90.0,308.0
Wildfire,1992,878486.0,122.0,52190.0
Wildfire,1993,2025877.0,3.0,130.0
Wildfire,1994,300108.0,84.0,3067413.0
Wildfire,1995,258309.0,29.0,11839.0
Wildfire,1996,3195787.0,45.0,6211.0
Wildfire,1997,15149379.0,266.0,53229.0
Wildfire,1998,4696975.0,150.0,166604.0
Wildfire,1999,861995.0,70.0,18830.0
Wildfire,2000,4348885.0,47.0,39035.0
Wildfire,2001,148752.0,33.0,5739.0
Wildfire,2002,589134.0,6.0,26124.0
Wildfire,2003,9696388.0,47.0,184333.0
Wildfire,2004,4648.0,14.0,20519.0
Wildfire,2005,5769428.0,45.0,6907.0
Wildfire,2006,1435752.0,25.0,2362.0
Wildfire,2007,6489108.0,148.0,1785017.0
Wildfire,2008,3441679.0,86.0,58668.0
Wildfire,2009,2066646.0,190.0,11574.0
Wildfire,2010,2778171.0,166.0,30491.0
Wildfire,2011,4081362.0,10.0,14707.0
Wildfire,2012,1274664.0,21.0,5396.0
Wildfire,2013,1349728.0,35.0,8831.0
Wildfire,2014,320178.0,16.0,11687.0
Wildfire,2015,4247289.0,78.0,618693.0
Wildfire,2016,7666106.0,40.0,158490.0
Wildfire,2017,20203624.0,178.0,93828.0
Wildfire,2018,26574820.0,221.0,261287.0
Wildfire,2019,4270931.0,116.0,10056764.0
Wildfire,2020,12632916.0,75.0,269463.0
Wildfire,2021,9994482.0,128.0,716754.0
Wildfire,2022,1076000.0,76.0,237662.0
Wildfire,2023,0.0,263.0,117426.0
Wildfire,2024,0.0,431.0,27850.0
